id,signup_method,gender,age,language,affiliate_channel,affiliate_provider,signup_app,first_device_type,first_browser,booking,treatment,total_actions,unique_actions,total_secs_elapsed,avg_secs_per_action
895f4qg8ny,basic,MALE,43.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,87,14,1013745.0,11787.732558139534
4v746h7lnl,basic,FEMALE,28.0,en,direct,direct,Moweb,iPhone,Mobile Safari,0,0,24,8,681313.0,29622.304347826088
ywihtz37z2,basic,MALE,44.0,en,direct,direct,Web,Mac Desktop,Firefox,0,0,87,28,2268163.0,26070.83908045977
1itxchzu78,basic,MALE,27.0,en,sem-brand,google,Web,Mac Desktop,Chrome,0,0,173,37,1923528.0,11118.658959537572
mkza8vopit,basic,FEMALE,34.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,166,32,2872995.0,17203.562874251496
n1xhf5tqvy,facebook,FEMALE,41.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,7,6,20342.0,3390.3333333333335
k04cca4sbx,basic,FEMALE,39.0,zh,seo,facebook,Web,iPad,Mobile Safari,0,0,25,13,1963477.0,78539.08
lf1m4tv4d7,facebook,MALE,40.0,en,direct,direct,iOS,iPhone,Mobile Safari,1,1,11,10,30367.0,3036.7
7ywksxkvrg,facebook,MALE,25.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,60,14,633610.0,10739.152542372882
rx4qm3g8wc,facebook,FEMALE,41.0,en,sem-brand,bing,Web,iPad,Mobile Safari,0,0,42,9,1948729.0,47529.9756097561
pv71jh68pd,facebook,FEMALE,46.0,en,sem-non-brand,google,Web,Mac Desktop,Safari,0,0,6,6,20504.0,4100.8
lodc4pxe7i,facebook,MALE,32.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,11,6,160628.0,14602.545454545454
tzyw66qnb3,basic,FEMALE,27.0,en,direct,direct,Web,Windows Desktop,IE,1,0,114,15,4178097.0,36974.30973451328
te4zapzvcn,facebook,MALE,40.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,49,9,395222.0,8233.791666666666
318ip8m4ml,basic,MALE,26.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,28,12,290029.0,10358.17857142857
jdibk8jia3,facebook,FEMALE,20.0,en,direct,direct,Android,Android Phone,-unknown-,0,0,92,12,3856232.0,42376.17582417582
ont8veckma,facebook,MALE,17.0,en,content,google,Web,Mac Desktop,Chrome,0,0,2,2,881.0,881.0
okj5pwhnjm,facebook,MALE,28.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,15,9,504899.0,33659.933333333334
9pqqt0nt8r,basic,FEMALE,33.0,en,seo,bing,Web,Android Tablet,IE,1,0,122,32,2834069.0,23230.073770491803
3gqtl4p1m0,facebook,FEMALE,28.0,en,other,other,Web,Mac Desktop,Chrome,0,0,14,9,134378.0,10336.76923076923
siqreg9m4b,facebook,MALE,33.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,11,9,1018559.0,92596.27272727272
yn5sa6xh3t,facebook,FEMALE,29.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,98,12,238193.0,2455.59793814433
ynhp80euqw,basic,FEMALE,24.0,ko,sem-non-brand,google,Web,Windows Desktop,Chrome,1,0,116,25,3517867.0,30326.439655172413
vnn6utpsi9,facebook,FEMALE,36.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,71,19,1805438.0,25428.70422535211
7d4e4oft2w,facebook,MALE,28.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,2,2,4679.0,4679.0
3myzvwd9eu,facebook,MALE,76.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,25,15,1074426.0,44767.75
f14zkecnfv,facebook,MALE,22.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,7,6,18511.0,3085.1666666666665
0jenyj3cgx,basic,FEMALE,34.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,20,9,302383.0,14399.190476190475
o0pnr83k38,basic,FEMALE,38.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,151,13,1611186.0,10741.24
tye3yg6sbb,basic,MALE,40.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,11,7,74829.0,7482.9
qry2zw5f8o,basic,FEMALE,45.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,145,18,2377604.0,16174.1768707483
op3cb5xphl,basic,FEMALE,59.0,en,direct,direct,Web,Mac Desktop,Firefox,0,0,36,10,561067.0,16030.485714285714
si27yiz8h0,facebook,FEMALE,40.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,94,12,1855448.0,19951.05376344086
g17505i5h5,basic,FEMALE,37.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,240,10,2459442.0,10290.55230125523
omnjcebdro,facebook,MALE,26.0,en,seo,facebook,Web,Windows Desktop,IE,0,0,92,8,2961102.0,32539.582417582416
p4gk678u59,facebook,MALE,22.0,sv,direct,direct,Web,Windows Desktop,Chrome,0,0,11,6,222819.0,22281.9
w1buesuu0z,basic,FEMALE,44.0,en,sem-brand,google,Web,Mac Desktop,Firefox,1,0,32,14,1455985.0,46967.25806451613
se3wub8oxy,basic,FEMALE,49.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,231,25,3929158.0,17009.341991341993
r0f7m5y817,basic,FEMALE,19.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,396,17,4533018.0,11475.99493670886
sdrfzgsx2o,facebook,MALE,27.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,57,15,202074.0,3608.464285714286
3i3w8guxa9,facebook,MALE,29.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,24,16,291783.0,12157.625
v4jjzkgayp,basic,FEMALE,56.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,1,0,2,2,3831.0,3831.0
0jeidovz97,facebook,FEMALE,26.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,32,13,960361.0,30979.387096774193
c5f195z0wg,basic,FEMALE,33.0,en,seo,google,Web,Windows Desktop,Chrome,1,0,20,14,913897.0,45694.85
xdoft74o8w,facebook,FEMALE,23.0,en,sem-brand,google,Web,iPhone,-unknown-,1,0,233,20,1895980.0,8172.327586206897
enoxbxso3o,basic,MALE,35.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,7,5,402864.0,67144.0
f980eh1d7x,facebook,FEMALE,27.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,16,9,2165360.0,144357.33333333334
a73ls6ycw4,facebook,MALE,42.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,86,9,1031684.0,12137.458823529412
btzvx442ac,facebook,FEMALE,25.0,zh,seo,facebook,Web,Windows Desktop,Chrome,0,0,17,10,1523222.0,95201.375
5vz80r94ow,facebook,MALE,56.0,en,content,google,Web,Windows Desktop,Chrome,0,0,14,8,2411659.0,185512.2307692308
oixuuowelt,basic,FEMALE,19.0,en,sem-non-brand,google,Web,Mac Desktop,Firefox,1,0,126,14,2608539.0,20379.2109375
4xc5hmtuf9,basic,FEMALE,37.0,en,sem-non-brand,bing,Web,iPad,Mobile Safari,1,0,2,2,4799.0,4799.0
upf5yyksxg,facebook,MALE,19.0,en,direct,direct,Android,Android Phone,-unknown-,0,0,270,13,1357924.0,5048.044609665428
f0a66zo7dn,basic,FEMALE,25.0,en,sem-brand,bing,Web,Mac Desktop,Safari,1,0,309,34,5361437.0,17350.928802589
gw150x3qsi,facebook,FEMALE,26.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,41,8,536326.0,13408.15
v472wyecsc,basic,FEMALE,24.0,zh,sem-brand,baidu,Web,Windows Desktop,IE,1,0,163,12,3089809.0,19072.895061728395
9oqar20gh3,basic,MALE,21.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,20,12,159143.0,8375.947368421053
ahif9ujnnf,basic,MALE,46.0,en,direct,direct,Web,Windows Desktop,IE,1,0,41,16,671657.0,16791.425
a7u8c9xc09,basic,FEMALE,28.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,14,9,149858.0,9990.533333333333
4aykfnkbel,facebook,FEMALE,21.0,en,seo,google,Web,Mac Desktop,Chrome,0,0,17,11,86087.0,5063.941176470588
yexo26twvo,facebook,FEMALE,22.0,en,seo,google,Web,Mac Desktop,Chrome,1,0,25,12,1877095.0,78212.29166666667
1kj9piiymp,basic,FEMALE,34.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,6,5,1702388.0,283731.3333333333
e9cpswrjuj,facebook,FEMALE,29.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,5,3,6788.0,1357.6
qslwiwf7mv,facebook,MALE,40.0,en,direct,direct,Android,Android Phone,-unknown-,0,0,170,11,1343938.0,7952.295857988166
hkldmi9v7y,basic,MALE,38.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,119,17,2697583.0,22860.872881355932
0wo8npei0k,facebook,MALE,33.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,3,3,1113.0,371.0
rbj4i4aa9t,basic,MALE,30.0,en,direct,direct,Web,Desktop (Other),Firefox,1,0,102,28,2577545.0,25270.049019607843
whteraudn2,basic,MALE,30.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,25,7,788889.0,32870.375
roa977rffs,basic,MALE,60.0,en,direct,direct,iOS,iPad,-unknown-,1,1,44,9,687262.0,15982.837209302326
op7zkz6yk8,basic,MALE,60.0,en,direct,direct,Web,iPad,Mobile Safari,0,0,35,19,772510.0,22071.714285714286
xququtn5zq,facebook,MALE,35.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,157,15,2502968.0,16044.666666666666
kwwr1wsa2k,basic,FEMALE,27.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,8,7,20310.0,2901.4285714285716
etfjx1k25w,facebook,MALE,30.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,142,25,940899.0,6673.04255319149
tjkmzz5gjf,facebook,MALE,29.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,48,9,337948.0,7190.382978723404
cicjosvtvc,basic,MALE,32.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,35,18,811862.0,22551.722222222223
5jnp2cp6ly,basic,FEMALE,26.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,11,8,1829891.0,182989.1
h5u6sshwo4,basic,FEMALE,37.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,34,12,1831085.0,55487.42424242424
2kqjoof1c5,facebook,MALE,26.0,en,direct,direct,iOS,iPad,Mobile Safari,0,1,15,10,884994.0,63213.857142857145
jw6k6ujijq,basic,MALE,50.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,75,20,1374942.0,18332.56
8xt46bc2gr,facebook,FEMALE,35.0,en,direct,direct,Android,Android Phone,-unknown-,0,0,97,10,1236696.0,12882.25
2gaev02ab8,facebook,FEMALE,60.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,42,15,3550108.0,86588.0
7apk1kci5q,facebook,FEMALE,25.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,2,2,7942.0,7942.0
jfbrjkpter,facebook,FEMALE,43.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,18,7,292830.0,17225.29411764706
hyje5jgkhr,facebook,MALE,41.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,15,9,79430.0,5673.571428571428
cz8tbn8yz9,facebook,FEMALE,26.0,fr,direct,direct,Web,Windows Desktop,Firefox,0,0,11,6,105143.0,10514.3
mwmzxk27ga,basic,FEMALE,32.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,13,9,44822.0,3735.1666666666665
zbdd3r4xcl,facebook,FEMALE,43.0,en,content,google,Web,Mac Desktop,Firefox,0,0,2,2,560.0,560.0
gmzcuko8rv,facebook,FEMALE,27.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,103,20,2558148.0,25079.882352941175
g0jqeizw63,basic,MALE,41.0,en,sem-brand,google,Web,Mac Desktop,Chrome,0,0,53,25,1291375.0,24365.56603773585
1p0gt2ih80,basic,MALE,27.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,114,13,1419919.0,12565.654867256637
p3sec3oomd,facebook,MALE,51.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,112,16,1241058.0,11180.702702702703
00m6r72cz5,facebook,FEMALE,35.0,en,sem-non-brand,google,Web,Windows Desktop,Firefox,1,0,60,15,373135.0,6324.322033898305
bnr6bgahgd,basic,FEMALE,36.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,10,9,22824.0,2536.0
xmhe8b6w8w,basic,FEMALE,24.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,13,6,609099.0,46853.769230769234
jftk5ff4yj,basic,FEMALE,29.0,en,direct,direct,Web,Windows Desktop,IE,0,0,507,28,9446749.0,18343.20194174757
j23x5s5kzv,facebook,MALE,27.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,15,10,155270.0,11090.714285714286
yk45g0tecy,basic,MALE,53.0,en,direct,direct,iOS,iPad,-unknown-,1,1,147,17,1723532.0,11805.013698630137
fm39xjlf3b,facebook,MALE,26.0,en,direct,direct,Android,Android Phone,-unknown-,0,0,17,9,125405.0,7837.8125
fb7aepeeqb,facebook,MALE,28.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,25,11,74140.0,3089.1666666666665
i15iwdgx5l,basic,MALE,53.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,24,12,631023.0,26292.625
0eoip1wwod,basic,FEMALE,74.0,en,direct,direct,Web,iPad,Mobile Safari,0,0,2,2,37393.0,37393.0
pyqsrv8gjv,basic,FEMALE,33.0,en,direct,direct,iOS,iPhone,Mobile Safari,1,1,63,11,3771370.0,59863.01587301587
ubr9nguuqp,facebook,FEMALE,35.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,79,13,525875.0,6741.98717948718
ipfqy8ubsn,facebook,MALE,27.0,en,sem-non-brand,google,Web,Windows Desktop,IE,0,0,196,25,8228144.0,42195.610256410255
qwuymn4qsd,facebook,MALE,26.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,22,13,783190.0,35599.545454545456
oh70kbln2j,facebook,FEMALE,41.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,200,25,6280158.0,31400.79
nwkp60gu1i,basic,FEMALE,25.0,en,sem-non-brand,google,Web,Mac Desktop,Chrome,0,0,10,8,103152.0,11461.333333333334
y2x7gnvfa2,basic,MALE,23.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,70,18,655469.0,9499.550724637682
gsci54idjy,basic,MALE,37.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,346,16,5309505.0,15126.794871794871
nu15mmikbb,facebook,MALE,29.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,14,10,1016457.0,78189.0
v1deq6t9f7,basic,MALE,30.0,ru,sem-non-brand,google,Web,Windows Desktop,Opera,0,0,47,20,1823914.0,38806.68085106383
bw574gi3iy,facebook,MALE,30.0,en,sem-brand,bing,Web,Mac Desktop,Chrome,0,0,67,10,304048.0,4538.0298507462685
g44zf2u8tj,basic,MALE,38.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,281,43,2755582.0,9737.03886925795
6aqyy7dovz,basic,FEMALE,31.0,en,seo,google,Web,Windows Desktop,Chrome,0,0,25,7,1756056.0,73169.0
n8l3qbuy04,facebook,FEMALE,29.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,37,11,217740.0,6048.333333333333
55rnbel2x0,facebook,FEMALE,57.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,79,23,1253047.0,15663.0875
bi9eb4ktes,facebook,FEMALE,29.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,136,13,1494854.0,11072.992592592593
xwew5powlh,basic,FEMALE,35.0,en,direct,direct,Web,iPhone,Mobile Safari,0,0,138,31,3017014.0,21705.136690647483
r4bxe314ea,basic,MALE,54.0,en,sem-non-brand,google,Web,Mac Desktop,Firefox,1,0,139,13,3753000.0,24690.78947368421
zuvx74zdyo,facebook,FEMALE,31.0,en,other,other,Web,Windows Desktop,Chrome,0,0,11,6,446887.0,44688.7
z4to35rtq0,basic,FEMALE,28.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,200,23,4560949.0,21927.63942307692
cb9jlxv67b,facebook,MALE,44.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,11,8,140122.0,12738.363636363636
f5bbc3crvv,basic,MALE,21.0,en,sem-brand,google,Web,Mac Desktop,Chrome,0,0,150,20,1187770.0,7866.026490066225
3n7tukz482,basic,FEMALE,38.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,48,21,791408.0,16487.666666666668
qxpy1ugiuz,facebook,FEMALE,21.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,14,8,38660.0,2973.846153846154
yejc9z20sa,facebook,FEMALE,49.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,327,29,6427189.0,19715.303680981597
2iw8nodml7,basic,FEMALE,38.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,134,26,4580384.0,34438.97744360902
7vtwkitndq,basic,FEMALE,26.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,319,27,4098756.0,12572.871165644172
dq39781au0,facebook,MALE,27.0,en,direct,direct,Web,Mac Desktop,Firefox,0,0,20,11,204511.0,9738.619047619048
w19271kw31,facebook,FEMALE,28.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,9,6,17192.0,1910.2222222222224
nlvhy6m2sb,facebook,FEMALE,34.0,en,content,google,Web,Mac Desktop,Safari,1,0,149,16,1582753.0,10694.277027027028
nkd7g9wkgp,facebook,MALE,34.0,en,remarketing,google,Web,Windows Desktop,Chrome,0,0,64,17,2324592.0,36898.28571428572
bnwhyrbs29,facebook,MALE,32.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,5,4,16588.0,4147.0
4gnql7fud6,basic,MALE,26.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,215,29,2466662.0,11472.846511627908
qxj7oo36py,facebook,FEMALE,26.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,43,15,2048239.0,48767.59523809524
26vtmitopz,basic,MALE,42.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,39,12,390681.0,10281.078947368422
bdy5711rxz,basic,FEMALE,29.0,en,seo,google,Web,Windows Desktop,Chrome,1,0,148,30,2018662.0,13639.608108108108
sddg8vq3m1,basic,MALE,47.0,en,direct,direct,Web,iPad,Chrome Mobile,1,0,16,9,346697.0,23113.133333333335
3zaqs50bnt,facebook,FEMALE,26.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,0,0,108,12,1967632.0,18389.084112149532
fsyd2cx8vb,facebook,MALE,47.0,en,direct,direct,Web,Windows Desktop,IE,0,0,5,4,376383.0,94095.75
pvltxs6f0k,basic,FEMALE,35.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,90,29,1428793.0,15530.358695652174
b7836812ny,facebook,MALE,26.0,fr,direct,direct,Android,Android Phone,-unknown-,0,0,110,12,466101.0,4276.155963302752
p4d6cjrl0a,basic,FEMALE,28.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,22,11,956755.0,43488.86363636364
yh6lsz1yn6,facebook,FEMALE,47.0,th,direct,direct,Web,Mac Desktop,Safari,0,0,56,13,1082700.0,19685.454545454544
jeaajq1ii7,basic,FEMALE,37.0,en,sem-brand,google,Web,Mac Desktop,Firefox,1,0,217,39,3912650.0,17865.981735159818
e1oi2z2yii,basic,FEMALE,31.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,92,11,1254228.0,13782.725274725277
as9hcxmsdh,basic,FEMALE,28.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,21,11,925294.0,44061.619047619046
ab5u9q3x54,basic,MALE,30.0,en,direct,direct,Android,Android Phone,-unknown-,1,0,16,8,58023.0,3868.2
kx4cb8qw76,facebook,MALE,23.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,103,11,1150019.0,11274.696078431372
jx2pzcdn6a,facebook,MALE,21.0,en,content,google,Web,Android Tablet,IE,0,0,6,5,1412940.0,282588.0
8nq3mq58xz,basic,FEMALE,25.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,63,13,1334309.0,21521.112903225807
hs62dwqzbn,basic,FEMALE,21.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,0,0,322,12,2314061.0,7186.524844720497
as2h1xm242,basic,MALE,51.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,174,43,2875684.0,16432.48
dj6nkenqjf,basic,FEMALE,41.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,26,15,834949.0,33397.96
einoapwrlv,facebook,MALE,24.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,9,8,6077.0,759.625
6bfcr8yoi1,facebook,FEMALE,36.0,en,direct,direct,Android,Android Phone,-unknown-,1,0,134,11,551472.0,4146.4060150375935
cegn4a5hs4,facebook,MALE,36.0,en,sem-brand,google,Web,Desktop (Other),Chromium,0,0,58,18,1440144.0,24830.068965517243
p3apg1xila,facebook,FEMALE,25.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,1,0,38,16,760737.0,20019.394736842107
vbo0q9xprb,basic,FEMALE,30.0,en,direct,direct,Web,Windows Desktop,IE,1,0,145,20,5289023.0,36729.32638888889
ul4fgi6mja,facebook,MALE,27.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,31,11,201993.0,6515.903225806452
bcqkbxourn,basic,FEMALE,23.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,54,22,2071738.0,38365.51851851852
0thzmpxuvz,basic,MALE,35.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,21,12,284493.0,14224.65
d3mj8bfoj6,basic,MALE,43.0,en,direct,direct,Web,Windows Desktop,IE,0,0,76,20,1343276.0,17910.346666666668
2x0i7mwxo3,facebook,FEMALE,24.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,91,26,1365927.0,14531.13829787234
tsjlmofu6z,basic,MALE,25.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,7,5,77238.0,12873.0
2176zjl3zy,basic,MALE,79.0,en,direct,direct,Moweb,iPhone,Mobile Safari,1,0,79,14,2228124.0,28565.69230769231
m3i8pwry4u,facebook,MALE,34.0,en,direct,direct,Android,Android Phone,-unknown-,0,0,55,11,223268.0,4134.592592592592
hf0shs0nc3,facebook,MALE,40.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,8,6,12850.0,1835.7142857142856
wucfgurtdf,facebook,MALE,71.0,en,sem-brand,google,Web,iPad,Mobile Safari,1,0,10,7,1543399.0,171488.77777777778
su95rpxhok,facebook,FEMALE,31.0,en,direct,direct,Web,iPhone,Mobile Safari,0,0,106,26,6092697.0,57478.27358490566
ridjlfr60s,facebook,MALE,58.0,en,sem-brand,google,Web,Windows Desktop,IE,0,0,255,16,4163162.0,16390.40157480315
xexkwu6snn,basic,FEMALE,31.0,en,remarketing,google,Web,Mac Desktop,Safari,0,0,36,7,199942.0,5712.628571428571
1b7ti8fqnk,facebook,FEMALE,19.0,en,direct,direct,Web,iPhone,Mobile Safari,0,0,9,6,195146.0,24393.25
u3aif41kbh,basic,MALE,36.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,61,16,1491010.0,24850.166666666668
vz20goo74k,facebook,MALE,25.0,en,seo,google,Web,iPad,Mobile Safari,1,0,16,8,120657.0,6703.166666666667
gphddqq71f,facebook,FEMALE,60.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,170,19,6303572.0,35613.4011299435
uplb02ne2g,facebook,MALE,35.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,21,9,131570.0,6578.5
m06tqzzn38,facebook,MALE,44.0,fr,content,google,Web,Windows Desktop,Chrome,0,0,5,4,1190185.0,297546.25
i7gt8cxgq0,facebook,MALE,62.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,259,20,3176415.0,12216.98076923077
r2c91m7kxy,basic,MALE,28.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,210,38,4524592.0,21044.613953488373
lwwcpyvmgp,facebook,MALE,26.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,84,11,1107600.0,13344.578313253012
obebh7hkwy,facebook,FEMALE,34.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,38,15,175981.0,4756.243243243243
8f7ml879dr,basic,MALE,31.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,212,25,2802651.0,12915.442396313363
lmjh3crgps,basic,MALE,41.0,en,sem-brand,google,Web,Windows Desktop,IE,1,0,5,4,1663467.0,415866.75
ngpryqug0d,facebook,FEMALE,20.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,196,19,3323292.0,17042.523076923077
gytleivyve,facebook,FEMALE,24.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,0,0,2,2,2579.0,2579.0
m1fk0zouv0,facebook,MALE,30.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,93,21,1091686.0,11613.68085106383
c2cga16ny5,basic,MALE,27.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,270,39,2419162.0,8893.97794117647
hljzbxr666,basic,MALE,30.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,58,27,1248591.0,21162.5593220339
lkzhg4oo89,facebook,FEMALE,35.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,103,20,1588565.0,15422.961165048544
pik4cl2b3h,basic,FEMALE,60.0,en,sem-non-brand,google,Web,Windows Desktop,IE,0,0,17,10,613673.0,36098.41176470588
agfbrgz4ns,basic,FEMALE,21.0,en,seo,google,Web,Windows Desktop,Chrome,1,0,77,21,4020728.0,51547.794871794875
8mudfoawgq,basic,MALE,30.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,69,15,1129953.0,16616.95588235294
noldmewb3o,basic,MALE,29.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,163,20,5688121.0,34683.66463414634
z8g4isxs4o,basic,FEMALE,36.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,91,25,1093730.0,12152.555555555557
hluda9ra3f,basic,FEMALE,22.0,en,sem-non-brand,google,Web,Mac Desktop,Safari,1,0,8,4,138072.0,17259.0
wso9oex5jw,facebook,MALE,65.0,en,sem-brand,google,Web,Windows Desktop,Firefox,1,0,25,10,104943.0,4372.625
yiiq897fpz,basic,FEMALE,40.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,174,34,2974893.0,17195.913294797687
032nrcprr4,facebook,FEMALE,30.0,en,direct,direct,Web,Windows Desktop,IE,0,0,32,12,369512.0,11919.741935483871
rqrm2q8eaq,facebook,MALE,38.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,12,7,52559.0,4778.090909090909
2gzfmqsocs,basic,FEMALE,30.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,12,10,880697.0,80063.36363636363
g4z6f4y7vo,basic,MALE,26.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,70,15,671651.0,9734.072463768116
iarhueyt2a,facebook,FEMALE,32.0,en,direct,direct,Web,Windows Desktop,IE,0,0,18,12,708669.0,37298.36842105263
n4lfhdi2k6,facebook,MALE,22.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,200,23,3849072.0,19245.36
pigstetsud,facebook,MALE,27.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,114,23,985349.0,8350.415254237289
cfn0nvfxtb,facebook,FEMALE,29.0,en,content,google,Web,Windows Desktop,Chrome,0,0,4,4,519082.0,173027.33333333334
cnlqs7a9rg,basic,MALE,76.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,23,11,221026.0,9609.826086956522
2hut8yjnpn,facebook,MALE,35.0,pt,direct,direct,iOS,iPhone,-unknown-,0,1,8,6,8158.0,1165.428571428571
